User Name,Date of Review,Review Content,Rating,Overall Rating,Food Rating,Service Rating,Ambience Rating
Food4ever,"Dined on December 25, 2013","This is the third or fourth time we've been to Heirloom for meals: brunch, lunch and dinner. Each time the food was fresh, all the meats were perfectly cooked, dinners were plated well, service was extremely attentive and the atmosphere is lively, yet not excessively noisy.
The bartenders are very knowledgeable and friendly; the wait staff and all staff are well-trained. I'm so glad New Haven has a street level restaurant of this quality and such a terrific hotel- The Study at Yale. The coffee is also superb- Illy from Italy when brewed right is perfect.
Read more",4 stars,Overall 4,Food 4,Service 5,Ambience 5
Hamden,"Dined on December 25, 2013",The food was excellent. We very much enjoyed all of our courses.,5 stars,Overall 5,Food 5,Service 5,Ambience 4
smokeandmirrorsfarm,"Dined on December 19, 2013","This place never disappoints. They say locally grown and they mean it. Don't miss this one. John, Mary, Cleo",4 stars,Overall 4,Food 5,Service 4,Ambience 4
DianaC,"Dined on December 15, 2013","All locally sourced, sustainable cuisine. Prepared perfectly. Huge portions! Will definitely go back for dinner.",5 stars,Overall 5,Food 5,Service 4,Ambience 4
Vincent,"Dined on December 12, 2013","The only problem was with the parking. I hosted a Christmas party, and a majority of us received a parking tickets.

We had paid for our parking, through the time needed, and still received a ticket ?

THIS IS WRONG ~
Read more",5 stars,Overall 5,Food 5,Service 5,Ambience 5
Sophia,"Dined on December 8, 2013","After a few recent sub par visits, we had a new server this time who was fabulous. She was attentive, sensitive, and brought us our food in a timely matter. The food was great as usual, but given that it was a weekend brunch, their menu was still very heavy on general lunch options without as many ""brunch"" options, which I would encourage them to add.
Read more",4 stars,Overall 4,Food 4,Service 5,Ambience 3
benji,"Dined on December 7, 2013",I enjoy every time I go to Heirloom,4 stars,Overall 4,Food 4,Service 4,Ambience 4
BryanJB,"Dined on November 29, 2013","You can't go wrong with this place. Great food, great service and a vibrant ambience!",5 stars,Overall 5,Food 5,Service 5,Ambience 5
NewHavenVisitor,"Dined on November 28, 2013","Made reservations for 3 on Thanksgiving for brunch. This was our first time to Heirloom. The atmosphere was enjoyable. Despite a full restaurant, the noise level was quiet, and it was easy to visit. We were going to order off the menu, but all three decided to get the turkey dinner. The portions were generous, with both white and dark turkey on the plate. The entire meal was quite tasty, and the dressing was most delicious. The waiter was quite helpful selecting a wine from a nice wine list. All in all, a very enjoyable Thanksgiving meal.
Read more",5 stars,Overall 5,Food 5,Service 5,Ambience 5
Food4ever,"Dined on November 28, 2013","The Heritage Turkey roast was exceptional, along with the a la carte items. The service staff was superb and even when the room got very busy, they never dropped their attention from our small table of 3. How fortunate for New Haven to have such a fine dining experience and a superb hotel.
Read more",5 stars,Overall 5,Food 5,Service 5,Ambience 5
GBNB,"Dined on November 20, 2013","We live in New Haven and have dined at most of the downtown restaurants. We had previously been to Heirloom for brunch, but not for dinner.

Unfortunately, the food was pretty bad, especially given the price points. For appetizers we had the smoked octopus and the baked clams. The clams were ok, but the octopus was overcooked, chewy, and way over seasoned. The sauce on the octopus was congealed.

For mains, we had steak frites and pasta with lamb ragu. The steak was the right temp, but the blue cheese sauce was very heavy handed. The lamb ragu sauce had an off flavor.

The bill was $130, including two glasses of wine. Much better food at similar prices can be had at Ibiza, Barcelona, and Zinc-- all within 50 yards of the hotel.
Read more",2 stars,Overall 2,Food 1,Service 4,Ambience 4
Critical,"Dined on November 14, 2013","Everyone performed excellently. The valet parker, the hostess, the server, were all excellent. The noise level from the bar ruined it all. Do you really want it that way?",2 stars,Overall 2,Food 5,Service 5,Ambience 5
Jleibo,"Dined on November 10, 2013","This was our second time here this month, and once again the food was excellent. Everything we had from the pumpkin and burrata appetizer, to the scallops were amazing. I highly recommend this restaurant to everyone.",5 stars,Overall 5,Food 5,Service 4,Ambience 5
Sophia,"Dined on November 8, 2013","Even though we had a bad experience last week, my friends and I decided to give Heirloom another chance for restaurant week. But they were a mess. Our server was rude and impatient with questions and they were out of many menu items.

They didn't give us our appetizers for 45min, and when food came it was our mains. We got mac and cheese, and one of them was missing the breadcrumbs on top entirely. We sent them back, and finally the appetizers came after another 10min (they seemed to have forgotten). The moment we were done with the appetizers they whisked it away and put down our mains, and it was clear it was the exact same two dishes as before, because of the missing bread crumbs and also because it was cold. Very disappointed.
Read more",2 stars,Overall 2,Food 4,Service 1,Ambience 3
julie,"Dined on November 8, 2013","This is my second year coming for Restaurant Week, and I'd definitely come again. The service is some of the best in New Haven. The portions are large, the food is seasonal, fresh, imaginative, and very filling. It's always just a very nice, reliable experience. The drink list is fantastic, as well.
Read more",5 stars,Overall 5,Food 5,Service 5,Ambience 5
Pilkerton,"Dined on November 6, 2013","Friendly, welcoming, and accommodating staff. The food was very good, creative and tasty. Waitress was knowledgeable about both the menu and food-wine in general. Everyone did their jobs well. An expensive restaurant like Heirloom should have highly skilled, professional waitstaff-very tough to come by outside of a major city like New York. Here they seemed to have been selected well and trained well to be effective and add to an enjoyable experience.
Read more",4 stars,Overall 4,Food 4,Service 4,Ambience 4
Willie,"Dined on November 5, 2013","Food is innovative & compelling both in presentation & taste. Only problem is just a little too much
noise for easy conversation",4 stars,Overall 4,Food 5,Service 4,Ambience 3
Andrew,"Dined on November 5, 2013","Heirloom has great food and great service. I'm a repeat patron and the executive chef even left a handwritten postcard on our table for a personal touch. And comped us dessert. Highlights from our meal include the baked ricottta (crispy on the outside, soft in the middle), oyster risotto, and burger — simple but succulent.
Read more",5 stars,Overall 5,Food 5,Service 5,Ambience 5
Lofty,"Dined on November 3, 2013","Everything was nicely cooked, but too much of it (the Brussels sprouts and the spaghetti squash under the scallops) was sweetened for our taste. The bouillabaisse was delicious (and extremely generous), and the french fries were excellent. Probably we should have noted the menu's mention of sultanas in the scallops, but the sprouts gave no hint, and the waiter said nothing. Nice choice of wines. Those who like fruits and sweetness with their meats will rate the food higher than we did.
Read more",3 stars,Overall 3,Food 3,Service 2,Ambience 1
Sophia,"Dined on November 1, 2013","Heirloom is usually one of my favorite restaurants but recently the service has been appalling.

For lunch, 30 minutes after my friend and I put in our lunch order, they came with our ""main courses"" even though we hadn't even gotten our appetizers yet. We notified the server, who didn't apologize and instead just said that he would ""find out"" what was going on. One of the mains was what my friend ordered and the other was not what I ordered, so we sent the ""wrong"" dish back. Turns out, our two foods were meant for another table. Then, 15min later they brought out our appetizers and followed 5 min later with our mains so the table was crowded and food was getting cold. The servers just did not seem to care.
Read more",2 stars,Overall 2,Food 4,Service 1,Ambience 3
OpenTable Diner,"Dined on October 30, 2013","Eaten here many times, however this will be the last. The waitress did not take our order for over 45 minutes after we sat down, was particularly unhelpful in picking a wine or guiding some indecisive compatriots toward a meal, and overall just left a sour taste in the mouths of all members of our party. Would not recommend this restaurant to anyone unless they wish to leave their dinner frustrated, neglected, and too many dollars lighter than would be commensurate with the experience.
Read more",2 stars,Overall 2,Food 3,Service 1,Ambience 3
newhaveneater,"Dined on October 21, 2013","The food is interesting and excellent with a changing seasonal menu. We have been to Heirloom several times and always
come away delighted with the food and the choices. It is pretty loud in the restaurant, which makes it a bit difficult for a conversation in a larger group and the TV over the bar is distracting. Sweet potato soup, salmon and especially the donuts for dessert were all terrific.
Read more",4 stars,Overall 4,Food 4,Service 3,Ambience 3
Marley,"Dined on October 15, 2013","Dined there for dinner and breakfast while staying at the hotel. Both meals were overpriced and the execution of the food was not great...overlooked salmon and big chunky breakfast potatoes and large unappetizing sausages. 28 dollars for breakfast for 1 including eggs, potatoes, sausage, toast, oj and coffee.
Read more",2 stars,Overall 2,Food 2,Service 3,Ambience 3
lmuster,"Dined on October 13, 2013","We were a little annoyed when we were seated at a not-great table in the middle of the restaurant, bordering the bucket of water bottles the servers put on the tables -- there were a handful of empty tables on the window and on both sides of the restaurant. We became even more frustrated when during the 90 minutes we were at Heirloom, those table never got filled (so it was not as if those tables were reserved). Bad move, and it will affect our future plans.
Read more",3 stars,Overall 3,Food 4,Service 2,Ambience 4
goatgirl,"Dined on October 13, 2013",Not as impressed this time. Burger was lacking flavor and bouillabaisse the same! Ricotta was terrific. Chocolate cake undercooked and cold. Service not the greatest.,3 stars,Overall 3,Food 3,Service 3,Ambience 3
LJPP,"Dined on October 6, 2013","We meet friends there monthly and the place is inconsistent. The atmosphere is lovely, and it's one of the few New Haven Sunday brunch places where you can get reservations. However, it's often out of menu items (no salmon--really?). The service indifferent. Ten minutes for a drink order. Long waits for coffee, salad brought with dressing instead of on the side. The place is on the pricey side so the service should be better. The food, though is fine
Read more",3 stars,Overall 3,Food 3,Service 1,Ambience 3
rfs9,"Dined on October 6, 2013","I visited Heirloom dozens of times while at Yale for brunch, cocktails and the occasional dinner, was never once disappointed. Apple cider donuts and french toast are winners.",4 stars,Overall 4,Food 4,Service 3,Ambience 4
Chrissey,"Dined on October 6, 2013","Heirloom manages to deliver delicious meals every time. Innovative, there's something for everyone. Fresh farm to table ingredients.",5 stars,Overall 5,Food 5,Service 5,Ambience 5
Theaternight,"Dined on October 5, 2013","Everything was outstanding. Scallops, risotto, gnocchi were sensational. Sides--heirloom fries, roasted broccoli, brussel sprouts scrumptious. Only regret was that we were too full for dessert.",5 stars,Overall 5,Food 5,Service 5,Ambience 5
YummiTomato,"Dined on September 22, 2013","We met friends here for brunch and afterwards walked to the Yale University Art Gallery. People only had to park once, so the location was very convenient. The restaurant was lovely and not packed. The server was well informed about items on the menu and answered our questions. He told us what were the most popular dishes, always useful information. Service was a bit slow, but since we wanted to talk leisurely, we didn't mind. We had a table by the window which gave us great sunlight, but at one point the sun got too warm and we had trouble closing the blind. The food was delicious, fresh, beautifully prepared. We had frittata, BLT, salad and soup. Frittata was light and fluffy. We recommend this place.
Read more",5 stars,Overall 5,Food 5,Service 4,Ambience 5
newhavenite,"Dined on September 21, 2013","I have been to Heirloom twice, one lunch and one dinner, both special occasions. The food is fantastic, with a short but diverse menu, local ingredients, and expert cooking. I had an excellent NY strip steak, although others in the group had great seafood dishes. Wine was also fantastic. Little pricey, but definitely worth it.
Read more",4 stars,Overall 4,Food 5,Service 4,Ambience 4
Rocky,"Dined on September 17, 2013","""Heirloom"" was wonderful & unexpected - fresh ingredients, artfully & caringly presented...good service..
in a very relaxing and calming room. We came for lunch - a stop-over on our way from Boston to New York
City and decided to reserve Heirloom using Open-table - just on the basis of reviewing the menu on the i-phone...
and the food was even better than anticipated. If the other dishes at Heirloom match what we had for lunch (a flavorful chicken curry sandwich, the Heirloom Tomato Soup, Grilled Cheese and the Pea terrine) - kudos to the chef!

Last note: We also thoroughly enjoyed the chicken liver pate plate and delicious, fresh raw clams.
Read more",4 stars,Overall 4,Food 4,Service 4,Ambience 4
GMad,"Dined on September 2, 2013","Our Heirloom experience was once again amazing. The food was fantastic. We started with the incredible warm ricotta. I had the chicken salad sandwich, while my wife had the chicken cutlet salad. We both ended the meal with the butterscotch pudding. The pudding is so good I want to get a spatula to clean the container. Service was a tiny bit slow, but it allowed us to enjoy each other's company and the food.
Read more",5 stars,Overall 5,Food 5,Service 4,Ambience 5
Gardener,"Dined on August 30, 2013","It was my second time eating here. Food was really fresh and delicious. Our waiter was especially nice in a genuine way and a wonderful server. The only negative was that I ordered an appetizer that came with toasted bread and the bread was really burnt so I had to ask for more--which they brought me immediately. I was just surprised they sent the toast the way it was. Anyway, it didn't spoil my lunch and I would go back anytime.
Read more",4 stars,Overall 4,Food 5,Service 5,Ambience 4
mcoco,"Dined on August 28, 2013","Truly a spectacular dinner. Waiters were extremely attentive, knowledgeable about every dish, and timed the dishes perfectly. Octopus starter was the best I've ever had. So tender. Scallop dinner was also great! Almost tasted like steak!
Great restaurant right near the Green, using local ingredients, and a friendly atmosphere. Couldn't have asked for anything better.
Read more",5 stars,Overall 5,Food 5,Service 5,Ambience 4
CTfoodie,"Dined on August 20, 2013","We can't stop returning to Heirloom. Although the menu is not large, we have managed, over many visits, to experience new dishes each time we come. And each and every one is a ""winner"". Lunch is wonderful, the atmosphere is relaxed and the food is first rate. We came with guests from Italy so they could experience local New England food. They were so thrilled they asked to return the next day! We all ended up ordering the burger, which was a non-fussy burger, made to perfection...a great way to show off our American favorite. The drinks are inventive and the wine list has plenty of reasonable, yet amazing wines. ...And deserts, you could die for! The staff is attentive, professional, yet fun. Comfortable, modern ambience.
Read more",5 stars,Overall 5,Food 5,Service 5,Ambience 5
NaseemA,"Dined on August 20, 2013","First, the space was beautiful but could have used a bit more light - it was unnecessarily dark. In terms of the food, the dessert was the best followed by the mains. We had two sides that were pretty awful, surprisingly so. They did not match the type of cuisine being offered (the food overall had an American feel but the starters were Asian inspired and it didn't work well).
Read more",4 stars,Overall 4,Food 3,Service 3,Ambience 4
RobinInChicago,"Dined on August 18, 2013","This was a disappointing outing to The Study. I made a reservation for brunch at 10:00 am. We were seated, offered coffee, and handed the (much more limited) breakfast menu. After dithering over the lack of options, we flagged down the hostess and asked about a) the coffee that was extremely slow in coming despite the fact that MAYBE a third of the tables were occupied, and b) the full brunch menu posted online. Turns out brunch isn't served until 10:30, so we ordered a pastry basket and continued to wait for coffee. It was like pulling teeth to get attention from a waiter. Eventually, we ordered brunch, and all the food was great when it arrived. But the whole vibe was chilly and off-putting. I won't be back soon, much less with guests.
Read more",2 stars,Overall 2,Food 4,Service 2,Ambience 2
brian,"Dined on August 16, 2013","This is the second time I have eaten here and it's great. The Caprese is stellar. From steak to gnocchi to pasta, our whole dining party was pleased.",4 stars,Overall 4,Food 4,Service 4,Ambience 4
Kristin,"Dined on August 14, 2013","We celebrated our anniversary at Heirloom and, once again, they didn't fail to disappoint.

As soon as we were seated we were brought complimentary glasses of champagne to enjoy while we previewed the menu.

The drinks were delicious, and the food was as amazing as always.

Appetizers:
- Falafel (light and delicious)
- Warm ricotta (creamy and warm with white truffle oil)

Dinners:
- Corn gnocchi (light and refreshing, perfect for summer)
- Scallops (big, meaty scallops with a tangy sauce)

Dessert:
I was a little disappointed that my favorite dessert at Heirloom - the pot de creme – wasn't on the menu. But we found things to indulge in:
- warm cookies
- salted caramel gelatto

It was a perfect evening. Our server was great and attentive
Read more",5 stars,Overall 5,Food 5,Service 5,Ambience 5
DiningDads,"Dined on August 11, 2013","We left Heirloom with a really good impression. The 1/2 ploughman's platter had a good assortment of really interesting cured meats, a different flavor profile than one might be used to, the cheese was all mild (good for me) and very tasty. The roast octopus was to-die-for. It was triple cooked to a very tender state, not mushy as some had reviewed. We ordered the scallops on caramelized spaghetti squash and the sea bass on zucchini ribbons in a lighter cool buttermilk corn cream sauce with a hint of acid that gave it an edge. The fish was cooked perfectly, with a thin seared crust on top. If anything, it could have had a hint more seasoning to it but that could have ruined the fine sauce. Lighting could be a bit brighter.
Read more",4 stars,Overall 4,Food 4,Service 5,Ambience 3
PaulCT,"Dined on August 4, 2013","Our meal was a complete fail. Appetizers of grilled octopus (mushy, swimming in bland oil) and clams (small, rubbery, topped with an excruciatingly salty dry breading) were disastrous. Better at the frozen food section at Stop n Shop. We made the mistake of ordering the charred strip steak, mine medium and my wife's medium rare. The meat was low quality, thin, grisly, and both were way over-done with any hint of char on the outside. At least the wine was not affected. Our waitress was very nice, and I suspect it an poorly supervised kitchen that was the culprit.

Given the praise some of the reviews have given, my only comment is, New Haven natives need to go to NY once in a while.
Read more",1 star,Overall 1,Food 1,Service 2,Ambience 3
buscany,"Dined on July 30, 2013","A friend had recommended this place to me and I had a wonderful dining experience! The service, food and atmosphere was steller. I would definately endorse this resturant for New Naven dining.",5 stars,Overall 5,Food 5,Service 5,Ambience 5
Ash3,"Dined on July 27, 2013","The food here is very good. I always enjoy the Kale Salad, however this time it was very heavy on the breadcrumbs. I had brought company with me and they enjoyed the food as well. However the service is always super slow, not sure if that is how it is supposed to be, but a dinner turns into an all night event. The drinks are always great and the portion size is perfect.
Read more",3 stars,Overall 3,Food 4,Service 2,Ambience 3
FarihaR,"Dined on July 25, 2013",usually have a pretty good time whenever we go here. last time however there were a couple large groups so my husband and i were basically left unattended and starving as the waitresses clambered to serve the other groups,2 stars,Overall 2,Food 3,Service 1,Ambience 3
DeborahF,"Dined on July 17, 2013",Lovely place for a special treat. The fresh ingredients and extremely attentive service are notable. Some neighbors were noisy but that did not spoil a birthday lunch!,5 stars,Overall 5,Food 4,Service 5,Ambience 4
Wineanddiner,"Dined on July 14, 2013",We met friends in New haven for brunch. Everyone loved the place and the food. Would recommend it to anyone,5 stars,Overall 5,Food 5,Service 5,Ambience 4
OpenTable Diner,"Dined on June 26, 2013",Ask whether they have any groups booked!!!!!!,3 stars,Overall 3,Food 4,Service 1,Ambience 3
Ellen,"Dined on June 23, 2013","Restaurant is light and airy. The food is delicious and unfussy. The chicken and arugula salad dish was incredibly flavorful. The wine list even by the glass is extensive enough not to feel you're drinking just house wine. Perfect for a late morning brunch or pre-matinee or early afternoon activity lunch. Service isles sang and efficient. No one tried to rush to free up the table.
Read more",4 stars,Overall 4,Food 4,Service 5,Ambience 5
OpenTable Diner,"Dined on June 13, 2013","Really nice bar, a little expensive but superb drinks, and very nice food in a beautiful atmosphere with high ceilings, never been loud when I was there. Very upscale feel.",5 stars,Overall 5,Food 4,Service 4,Ambience 5
OpenTable Diner,"Dined on May 26, 2013",I Would Return To Eat Again. Food Was Good And Service Was Excellent.,4 stars,Overall 4,Food 4,Service 5,Ambience 5
SlimboTimbo,"Dined on May 24, 2013","The food was great, as expected. We did wait a bit before being welcomed and seated despite our reservation. But overall, service was polite, engaging, and appropriate. Our server had a great personality and took every opportunity to ensure our satisfaction. In short, we'll be back.
Read more",5 stars,Overall 5,Food 5,Service 5,Ambience 4
pdk204,"Dined on May 5, 2013","This was one of the poorest dining experiences I've had in the last few years. While we waited almost 30 minutes for our first course to come out, we watched a table next to us (who had sat a few minutes after us) receive and finish their entire meal. The server asked if she could clear our plates while we still had a few bites left because our next course was ready and she wanted to bring it out. The rest of the food that came out was poorly prepared, under seasoned, and completely uninspired. Our server was apathetic and unfamiliar with the menu. Even though there were only a few other people in the restaurant by the time we left, we felt completely ignored the entire time.
Read more",1 star,Overall 1,Food 2,Service 2,Ambience 3
Tanta,"Dined on May 5, 2013",Love the pimento dip. Love the cookie platter. Love the fritters. Woulnld love more beef options. I need my iron.,4 stars,Overall 4,Food 5,Service 5,Ambience 5
Senior,"Dined on May 4, 2013","We enjoyed lunch here before seeing a play at the Yale Repertory Theatre. Attentive service, nice menu with healthy choices and quiet restaurant made for a great lunch.",4 stars,Overall 4,Food 4,Service 4,Ambience 4
fitfoodie,"Dined on April 28, 2013",Loud but fun. nice lighting. Food is uniquely local. Some dishes too heavy on the salt. Great service. Just the right amount of attentive and left alone.,5 stars,Overall 5,Food 4,Service 5,Ambience 4
Sofe,"Dined on April 27, 2013","Having initially checked with our waitress that they were used to such a high volume of people on a Friday night (it was restaurant week) it was disappointing to have to wait nearly an hour for our main course because ""there were some large parties and the kitchen was backed up"". My husband's chicken was dry and not very exciting, my lamb ragu with gnocci was incredibly rich and I could only eat a small fraction of it. Our bill was high partly because we filled up our time drinking wine!!
Read more",2 stars,Overall 2,Food 2,Service 1,Ambience 3
CarrieC,"Dined on April 25, 2013",Good food. Portions a little small. Nice ambiance. Nice farm to table feel. The water bottles and strawberry baskets for bread was unique and added a nice touch!,4 stars,Overall 4,Food 4,Service 5,Ambience 4
TrishaK,"Dined on April 24, 2013","We went for a girls night out, my aunt, a cousin and myself. We were not sure what to expect but it was wonderful! I am looking forward to going back. It is pricy but since everything is local that makes sense.",5 stars,Overall 5,Food 5,Service 4,Ambience 4
AandD,"Dined on April 21, 2013",It is a lovely spot in a very nice hotel. I was there the night before and was disappointed in the bar service but was pleasantly surprised with our dinner service.,4 stars,Overall 4,Food 4,Service 3,Ambience 4
Stuffin,"Dined on April 18, 2013",I continue to have my business lunches here. The place is great for this - very professional and polished..,5 stars,Overall 5,Food 4,Service 5,Ambience 5
BryanJB,"Dined on April 17, 2013","Stayed at The Study for New Year's and had a drink at the Heirloom bar (Heirloom is attached to The Study) and the friendly bar tender showed us the menu. We decided it might be worth a try on a later visit and it was - great food, great staff and great location. This seems very big with locals not just the Study's patrons.
Read more",5 stars,Overall 5,Food 5,Service 5,Ambience 5
stubes,"Dined on April 14, 2013","outstanding menu selection and drinks, uses local growers for fresh ingredients",4 stars,Overall 4,Food 5,Service 4,Ambience 3
LindaFromNewHaven,"Dined on April 2, 2013",One of the best in New Haven - always an interesting menu based on locally grown organic products.,4 stars,Overall 4,Food 4,Service 4,Ambience 4
BobbyP,"Dined on March 30, 2013","The white clam risotto was inspired. My mouth is still drooling. The brussels sprouts with pancetta and a ""secret sauce"" was just the best veggie ever. Our waitress, Bernadette, was just a gem. She brightened up the entire evening. After dinner, we perused the artwork provided by the Yale School of Art and relaxed in the overstuffed chairs in the hotel lobby. Everyone was welcoming and professional Definitely my favorite new restaurant
Read more",5 stars,Overall 5,Food 5,Service 5,Ambience 4
OpenTable Diner,"Dined on March 27, 2013","The food was great, but it took over an hour to arrive-this was after waiting 10 minutes to be seated (with a reservation, only one party ahead of us.) The waitstaff were courteous but nigh invisible. Not recommended if you're pressed for time or even just have other things you'd rather be doing. The food is very good...once it arrives.
Read more",2 stars,Overall 2,Food 4,Service 1,Ambience 3
OpenTable Diner,"Dined on March 24, 2013","Impersonal hotel restaurant interior. The server couldn't seem to manage to get me a hot cup of coffee with cream & sugar and a spoon. First, the coffee and sugar arrived, then ten minutes later, the cream. When I stirred the cream in with my fork, I realized that the cream was curdled. Gross. The waiter then placed an empty wine glass at my companion's setting but had to be reminded to bring the wine. Half an hour later, a different server delivered our food with a flourish; unfortunately the wrong order was delivered to me and my partner's shrimp and grits was served lukewarm. Finally, my order appeared, the vegetable hash with poached eggs; no sauce was included. We gave up. Heirloom couldn't get a single part of our order right.
Read more",1 star,Overall 1,Food 1,Service 1,Ambience 2
Jan12,"Dined on March 24, 2013","We enjoyed our experience, including the food, very much.",5 stars,Overall 5,Food 5,Service 5,Ambience 5
ROAfoodie,"Dined on March 20, 2013","The local products used at Heirloom lead to consistently excellent dishes. This was my third time at the restaurant. Service varies--my first visit had excellent service, my second visit had service that was poor, and this time, the waitstaff was nice, but they left a big glob of cheese from the appetizer on the table in front of my plate all night. Great wine list, great atmosphere. Try it once and decide for yourself.
Read more",4 stars,Overall 4,Food 4,Service 3,Ambience 4
Suzanne,"Dined on March 20, 2013","Another great experience at Heirloom...great food and service as usual.
The one slight drawback was that the duck breast was a bit tough.",4 stars,Overall 4,Food 4,Service 4,Ambience 4
OpenTable Diner,"Dined on March 19, 2013",This was our second visit to Heirloom.  Every bit of the evening was enjoyable. I would not hesitate to recommend Heirloom to anyone.,5 stars,Overall 5,Food 5,Service 5,Ambience 5
JerryL,"Dined on March 19, 2013",Pre theater dinner was very good. The wait staff paced the meal to allow time to get to the show.,4 stars,Overall 4,Food 4,Service 4,Ambience 4
OpenTable Diner,"Dined on March 10, 2013","At a great restaurant, EVERYTHING is amazing. Here, one thing was and the rest ranged from awful to okay.. Thr pate was excellent, but the ""seven vegetables"" salad was the worst salad I've ever had at a good restaurant -- flavorless, soggy. It's true that it looked beautiful on the plate, but it needed a dressing with some taste (and some vinegar!) and crisper, more flavorful vegetables (carrot and cucumber slices are seldom a good combination!). The arugula on the winter caprese was crish and fresh....but the food here was a big disappointment. Neverthe I will give it one more try -- and hope some of the other dishes are as good as the pate. The wine list was very good, and so was our waitress.
Read more",2 stars,Overall 2,Food 2,Service 4,Ambience 3
Tanta,"Dined on March 6, 2013","Early in the day I had difficulty reserving online through Open Table. They were saying there were only reservations available for 8:20pm. I googled the restaurant and called and got the hotel instead. The gal there would not transfer me to the hostess stand (I asked) but did helpfully tell me she would take my name and phone number and the restaurant would get back to me. Later that afternoon I still had heard nothing so sent a message through a friend of a friend so to speak and was told ""Yes, you can come at 6:30!""

The food was great, as per usual, our server as well. Open Table...quite confusing. If I had been from out of town, I would have gone to another restaurant. Pretty sure Heirloom would be unhappy.
Read more",4 stars,Overall 4,Food 5,Service 5,Ambience 5
MartaA,"Dined on March 3, 2013","Dinner selections are particularly good. The restaurant is somewhat noisy, so if in a large group it is best to be in the private section.",4 stars,Overall 4,Food 4,Service 4,Ambience 4
Rdscmc,"Dined on February 27, 2013","Menu reads well. All menu items are described with appetizing language. Unfortunately the execution of the food needs improvement. For example - prosciutto is cut too thick, salmon tartare is not evenly chopped or seasoned, scallops over cooked, duck was tough, glaze on a properly cooked salmon fillet was overly sweet.

The waitstaff is not properly trained or supervised. Food was brought o the table and auctioned off - ""who ordered the soup! the salad, etc?"" I had to go into the waiter's pantry to get a soup spoon. We were well into eating the entree before the waiter asked how everything was.
Read more",2 stars,Overall 2,Food 2,Service 2,Ambience 3
Jeff,"Dined on February 18, 2013","We dined there over the weekend. The restaurant was bustling (i.e. INCREDIBLY LOUD). The food was good, but for the high prices, not ravishing. I had the duck which just didn't quite hang together. Given that I was staying in the hotel it was convenient, but I doubt I'd go out of my way to return.
Read more",3 stars,Overall 3,Food 3,Service 4,Ambience 3
ambereenh,"Dined on February 16, 2013","We had a lovely dining experience at Heirloom. The food was truly exceptional - highly recommend the pate and walnut crostini dip as well as the scallops and duck entrees. We were a party of 6 and arrived at 10pm which was 45 minutes later than our reservation. The restaurant was extremely accommodating despite the delay (I had called earlier to let them know that we were delayed). Wonderful ambiance. The service is a little slow but much improved since last year when we had gone there for lunch. I would highly recommend Heirloom and will certainly dine there again!
Read more",5 stars,Overall 5,Food 5,Service 4,Ambience 5
LauraT,"Dined on February 16, 2013","Very open dining room, nice ambiance for a romantic dinner. The menu changes seasonally so this may not apply during the summer but the cauliflower soup was delicious. One diner who isn't into soups even found it delicious, albeit with a strong dairy flavor at the end. Hanger steak with farro was cooked perfectly at medium rare. Too stuffed to eat much dessert but ordered the apple cider doughnuts anyway. Very light batter, lightly stuffed with pieces of apple. More of a fritter than a doughnut but still very tasty. House cocktails were served in pint glasses and were very refreshing.
Read more",4 stars,Overall 4,Food 5,Service 4,Ambience 4
Suzanne,"Dined on February 16, 2013","Overall the food was quite good though the chicken and dumpling soupo had a bit too much thyme in it. The sweet and sour shrimp was great as was the pate and warm ricotta we had as starters.
Although the waiter was courteous and decent I can't say he was overly friendly.
We will be back again soon as we do think this is a very pleasant restaurant to dine in.
Read more",4 stars,Overall 4,Food 3,Service 3,Ambience 3
Perfect,"Dined on February 15, 2013","Our third trip to Heirloom, and they never get it wrong! Even on a holiday (Valentine's Day) you might expect a limited menu, items becoming less available as the night wears on....but not here! Prepared with an outstanding menu of mostly locally sourced items (listed on the wall, for those interested) we arrived for our 9:30 reservation, were immediately seated, a special drink for the occasion was created (delicious!) and our VERY attentive waiter never missed a beat. The scallops were perfection, but the lobster risotto was so infused with flavor, we could not stop eating it. It.Was.That.Good. Hats off to the chef! The atmosphere was just right for the evening were hoping for - the food, the timing, the people...the atmosphere-perfect!
Read more",5 stars,Overall 5,Food 4,Service 4,Ambience 5
LisaT,"Dined on February 14, 2013",Had the most amazing scallop entree and have been dreaming about it ever since!,3 stars,Overall 3,Food 5,Service 2,Ambience 4
Jaybee,"Dined on February 4, 2013","This was my third visit to Heirloom (and second for a special occasion), and I've never been disappointed. In addition to the regular menu, they have terrific bar menu. I'll be back again in the near future.",4 stars,Overall 4,Food 4,Service 5,Ambience 5
ElaineB,"Dined on February 3, 2013",Excellent meal and dining experience!,5 stars,Overall 5,Food 5,Service 5,Ambience 4
TommyS,"Dined on January 27, 2013","very good brunch, although a bit light on true brunch menu choices",3 stars,Overall 3,Food 3,Service 3,Ambience 3
Handle,"Dined on January 27, 2013","Our first visit for brunch was quite enjoyable, so we will return.",4 stars,Overall 4,Food 4,Service 4,Ambience 4
Dave,"Dined on January 27, 2013","I have had many great meals there, but they had an off night.",2 stars,Overall 2,Food 3,Service 1,Ambience 4
