User Name,Date of Review,Review Content,Rating,Overall Rating,Food Rating,Service Rating,Ambience Rating
OpenTable Diner,"Dined on June 21, 2012",I went with two co-workers for after-hour drinks and dinner. There weren't very many appetizers to choose from and things to share.,2 stars,Overall 2,Food 2,Service 4,Ambience 4
OpenTable Diner,"Dined on June 18, 2012","Nice spot in the Loop for a pleasant meal. Friendly staff, better than average food and a broad enough menu to appeal to everyone in your crowd.",3 stars,Overall 3,Food 3,Service 3,Ambience 3
OpenTable Diner,"Dined on June 17, 2012","Food & service was poor. We made a reservation for a late dinner before seeing a show at the Chicago Theatre. The waitress was very negative, hardly checked on throughout the meal & told us she thought our show might be canceled since they were unusually slow that night. We hurried to finish to go to the box office and verified the show was not canceled! The fish & chips were gross. Duck tacos & crab cakes were good, but we could have had more food & better service for the same price at Rosebud or Petterino.
Read more",2 stars,Overall 2,Food 1,Service 1,Ambience 4
Frenchy0722,"Dined on June 14, 2012",Interesting menu. A favorite for my work team lunches.,4 stars,Overall 4,Food 3,Service 4,Ambience 3
Fresser,"Dined on June 14, 2012",good place for a quick pre-theater dinner. Nice atmosphere and good service.,4 stars,Overall 4,Food 3,Service 4,Ambience 4
thediner,"Dined on June 3, 2012","Duck tacos were great. Brisket burger was not seasoned at all, it was blanned. I understand that there are salt and pepper shakers at the table but that is what makes you different from other hamburgers at less reputable establishments. The shrimp cocktail that was bad, I am sorry, but that is horrible. It seemed that it was preplated and put in the cooler because the cocktail was set and the glass had all sorts of finger prints on it. I could tolerate the burger, the buffalo fries were mediocre, its one of those deceiving things where it sounds great on the menu but the execution is not there. My last comment, drum roll please... The server told us that the (your) restaurant ordered the largest shrimp possible for this cocktail.
Read more",2 stars,Overall 2,Food 2,Service 2,Ambience 3
Franciemac,"Dined on June 3, 2012","We went for dinner prior to the Frankie Valli concert at the Chicago Theater. We had read both positive and not so good reviews. We had a great time! The hostess was very friendly. She noticed that our table was a little off kileter, and she immediately fixed it. Our waiter, Luis, was very friendly and explained the menu very well. He asked what our plans were for the night so that he could make sure to serve us properly. I chose a tasting special (three courses) with scallop and succotash, red snapper in a piquant ""Veracruz"" sauce with a kick, and some chocolate and bacon-covered chocolate for dessert. It was delicious and different! My husband had a fish and chips dinner that was less exotic but equally tasty. We'll be back!
Read more",4 stars,Overall 4,Food 4,Service 5,Ambience 4
Foodie,"Dined on May 23, 2012","Disappointed with this restaurant, which had been good on previous visits. Lunch was less-than-appealing, food run-of-the-mill. Would not recommend for future visits.",2 stars,Overall 2,Food 1,Service 4,Ambience 3
OpenTable Diner,"Dined on May 22, 2012",Average food at high end prices. The charred marshmallow lemon cake saved the meal.,3 stars,Overall 3,Food 2,Service 4,Ambience 4
OpenTable Diner,"Dined on May 22, 2012","Was glad to find State & Lake, in the Wit Hotel, to be such a great looking place. Lots of options on a nice menu. Reasonably priced and my salmon was delicious and done perfectly.",4 stars,Overall 4,Food 5,Service 5,Ambience 5
NorthfieldVic,"Dined on May 20, 2012","Perfect spot if you are going to a show at Chicago Theatre. Valet park for reasonable fee, up to Roof for a drink and then down to State & Lake for a light meal before the show.",4 stars,Overall 4,Food 3,Service 4,Ambience 3
Merrydiner,"Dined on May 16, 2012",This was a fun little spot. Located just steps away from the Chicago Theatre great preshow dinner. We were taken care of right away and the chicken dish was fabulous.  The waiter recommended several of the craft beers that we tried and they were interesting and great for a different change of pace.,4 stars,Overall 4,Food 4,Service 4,Ambience 5
kohl,"Dined on May 13, 2012",Great job for breakfast - we were staying at the hotel. Very pleasant staff.,4 stars,Overall 4,Food 4,Service 4,Ambience 4
MNinChI,"Dined on May 5, 2012","The tuna ceviche & crab dip appetizers were wonderful. The curry mussel entree was not. Please bring back the BLT with Egg sandwich for dinner. We used to go here often for that special sandwich, and now it's a breakfast-only item.",4 stars,Overall 4,Food 3,Service 4,Ambience 4
ChicagoCulinary60601,"Dined on May 4, 2012","This is a good place for lunch. They don't have a huge menu, but all of the basics are there. Good salads, sandwiches, fish tacos and a few other good lunch options. The restaurant is a little dark, but it was quiet enough to have a good lunch meeting and have a discussion without too many distractions. The place was not too crowded, so the service was good.",4 stars,Overall 4,Food 3,Service 3,Ambience 3
ChicagoDave,"Dined on May 4, 2012","Service always seems to be a little sub par here, but the atmosphere and food is great. I wish they had some mmore basic/ smaller breakfast options, but what they offer is great.",5 stars,Overall 5,Food 5,Service 2,Ambience 5
Christy88,"Dined on May 3, 2012","My husband & I are around 60 & found State & Lake to be noisey, though 'energetic' might be another view; it was hard to hear each other talk. We felt because this is a good location,the prices were jacked up but the food was not outstanding to match the price. No bread or even breadsticks to nibble on, $7 for a so-so side salad. The entree was basically the entree - maybe a spoonful of corn & some sauce with mine. The cookies for dessert were bland and not very good,very dry.
Read more",2 stars,Overall 2,Food 2,Service 2,Ambience 1
MichaelB,"Dined on May 2, 2012","State Lake exceeded our expectations for a light dinner prior to a performance at the Goodman. Crab dip with chips and sesame sticks and a cobb salad preceded fish and chips and crab cakes, washed down by craft beers. Everything was prepared and presented just as we like it. State Lake offers a substantial discount to theatergoers.",5 stars,Overall 5,Food 5,Service 5,Ambience 4
Smiley,"Dined on April 28, 2012","Ate before seeing Jersey Boys, and service was great! We had plenty of time to enjoy our dinner without being rushed!",5 stars,Overall 5,Food 4,Service 5,Ambience 5
Lina,"Dined on April 27, 2012","Great before dinner restaurant, great food!",5 stars,Overall 5,Food 5,Service 5,Ambience 5
MarianneA,"Dined on April 19, 2012","I really enjoyed State & Lake. The dinner menu had just changed, and the food was really good. The portion size can be a bit small but that's OK. Great background music and an interesting, well-chosen wine list.",4 stars,Overall 4,Food 4,Service 5,Ambience 5
ElizabethAnn,"Dined on April 18, 2012","Fine place to go if you are looking for somewhere to eat in the Loop.  Make sure if you want a medium well burger you ask for it well done; otherwise, it comes out undercooked.  The fish tacos are really good though!",3 stars,Overall 3,Food 3,Service 4,Ambience 3
renbo19,"Dined on April 18, 2012","State and Lake was a convenient and affordable stop before a show at the Chicago Theatre. That being said, I thought they could have done a much better job handling the influx of theater-goers and being a bit more efficient. The waitress didn't seem to be in any sort of a rush even though multiple tables nearby seemed annoyed at how long their food was taking. On top of that, my food was cold (I ordered an appetizer and side in place of an entree) by the time it reached me. All in all, I wish I could write a good review, but I don't think I'll be returning.
Read more",3 stars,Overall 3,Food 3,Service 2,Ambience 2
AK47,"Dined on April 15, 2012","Good food, good service, very convenient to the theaters in the area.",4 stars,Overall 4,Food 4,Service 5,Ambience 4
gorginglosangeles,"Dined on April 11, 2012","The convenience of a decent sit-down lunch place in the loop is hard to beat here. The food is better than average and certainly better than other lunch options nearby. If you need a semi-formal lunch place on the northern edge of the loop, this is it.",3 stars,Overall 3,Food 3,Service 2,Ambience 3
Lulu,"Dined on April 2, 2012",Sad to say I was underwhelmed with the menu choices and food. Service was friendly and fine.,3 stars,Overall 3,Food 2,Service 3,Ambience 3
Renee,"Dined on April 1, 2012",Really enjoyed my white cheddar burger,4 stars,Overall 4,Food 4,Service 4,Ambience 4
JenniferB,"Dined on March 31, 2012","Food was just ok, and not very interesting. Typical bar food, but the prices were a lot more than I felt it was worth. The service was very good, our waiter was helpful and attentive.",2 stars,Overall 2,Food 2,Service 4,Ambience 3
KB11,"Dined on March 31, 2012",The staff was friendly however the food was not good at all and not worth the money.,2 stars,Overall 2,Food 1,Service 2,Ambience 2
OpenTable Diner,"Dined on March 28, 2012","We tried to make a six oclock reservation, but could only get 5:30. When we arrived the restaurant was empty and pretty much stayed empty. Of course we were served and finished way to early for the theater. Why would an empty restaurant make it difficult to get a later reservation? The server had no answer for this question.",3 stars,Overall 3,Food 3,Service 3,Ambience 3
BrendaD,"Dined on March 24, 2012",The food was really good. The service was efficient.,4 stars,Overall 4,Food 4,Service 4,Ambience 4
Mama,"Dined on March 22, 2012","We went for lunch during chef week. delicious hot dog flight, lobster club and donut dessert",5 stars,Overall 5,Food 5,Service 5,Ambience 5
OpenTable Diner,"Dined on March 22, 2012",Their Chef week menu was awesome. The lobster sandwich was to die for.,4 stars,Overall 4,Food 4,Service 4,Ambience 4
KathleenL,"Dined on March 22, 2012","I've been here twice with friends, for both a casual lunch and an after-work dinner with drinks. Very nice atmosphere, friendly and conscientious staff.",3 stars,Overall 3,Food 4,Service 5,Ambience 5
Patty,"Dined on March 21, 2012","A friend and I went for the Chicago Chef Week lunch menu and it did not disappoint. The food quality and quantity was amazing. The hot dog flight was delicious and perfect. We got to sample different types of tasty hot dogs, the duck was amazing. Then with the gigantic lobster club, the chef was not messing around, I could only eat half with the large chunks of lobster and thick cuts of bacon (think back to old school grandma kind of bacon). Finishing it off with the donut and ice cream dessert, the donut reminded us of churros (big bonus in my book) with cinnamon and sugar and a fruity rhubarb syrup. We left full and highly satisfied. The only bad part was I forgot my leftovers in the work refrigerator.
Read more",5 stars,Overall 5,Food 5,Service 4,Ambience 5
OpenTable Diner,"Dined on March 20, 2012","We picked this location because it was centrally located for a business lunch. It had really good atmosphere and a solid menu. I appreciated that while there was background music, it was low enough for us to hold a good conversation. The seating was comfortable and the staff was very friendly. The food came out quickly and acurately. All selections were really tasty. The Caprese sandwich could have used some more cheese but overall everything was delicious. We will return.
Read more",4 stars,Overall 4,Food 4,Service 4,Ambience 4
LuvShaws,"Dined on March 18, 2012",Great experience. I will return.,4 stars,Overall 4,Food 4,Service 5,Ambience 4
DiningGal,"Dined on March 10, 2012","This was the 3rd time we dined at State/Lake. As always, it was good, but not memorable. We enjoyed our brunch - I had an egg white/sausage wrap which was very tasty. Unfortunately, the coffee was horrible! At first we thought it was overly sour half/half, but after having the coffee replaced (and requesting milk instead of half/half), it was apparent that it was just extremely bitter coffee, which we didn't drink. The restaurant was only half full during Saturday brunch and the service was decent, but again, nothing memorable.
Read more",3 stars,Overall 3,Food 3,Service 2,Ambience 3
SeaShore,"Dined on March 9, 2012","I ordered a $13 Cobb salad and was disappointed to find iceberg lettuce. Toppings were very good though. My friend had a burger, which was delicious. Wine list for reds started at $12 for a rather small glass. Even for Chicago this is crazy. I would expect to see some less expensive choices, especially in a place with TVs on the walls. Bottom line: not a good value but food is decent, atmosphere is pleasant and conversation friendly
Read more",3 stars,Overall 3,Food 3,Service 3,Ambience 3
Jimbo,"Dined on February 26, 2012","Disappointing experience! Food was moderate at best and service was questionable especially when my fiancées soup and salad came out together, but my salad came with hers and my soup was about 5 minutes later. No sooner had we finished the soup and the entrees arrived. Pork chop was good, but the NY strip steak was fatty and cooked medium rare at one end and medium well on the other. Too pricey for overall questionable quality.
Read more",2 stars,Overall 2,Food 2,Service 1,Ambience 4
Foodie,"Dined on February 26, 2012","You have to enjoy good food with good service. At the end, it was crowded as people poured in to eat before the Peter Frampton concert. Even Peter and his entourage came in for a drink before his show.",5 stars,Overall 5,Food 5,Service 5,Ambience 4
charley,"Dined on February 24, 2012","State & Lake clearly was not into celebrating Chicago Restaurant Week. Their ""special menu"" left a lot to be desired!",3 stars,Overall 3,Food 4,Service 4,Ambience 3
ScottP,"Dined on February 19, 2012","This establish has a good vibe but the food quality is sub-par -- even for bar food. The french onion soup was cold, the mac and cheese was unusually gummy and the truffle Parmesan fries tasted neither like Parmesan or truffles.",2 stars,Overall 2,Food 1,Service 2,Ambience 4
Sharon,"Dined on February 15, 2012","i was absolutely dissapointed with my meal. i ordered a salad and couldnt order shrimp on it due to dietary restrictions and the salad turned out to be just a bag of ice berg lettuce, corn and flavorless dressing. also for the price the portions were normal but came with no sides or anything. not going back and telling friend to avoid",1 star,Overall 1,Food 1,Service 2,Ambience 2
TomS,"Dined on February 12, 2012","We went before an afternoon matinee. It worked out great. Arriving before noon and before the switchover from breakfast to lunch, it was explained we could have breakfast or lunch. Deciding on lunch, our order was taken at exactly noon, and the food arrived quickly. Service was great. And we had more than enough time to sit and talk. We look forward to going there again.
Read more",4 stars,Overall 4,Food 4,Service 5,Ambience 4
coolmob5,"Dined on February 11, 2012","I love the casual vibe, the reasonable prices and that it's near the theaters, but doesn't have that ""theater dinner crowd"". The service is routinely BAD. They are just not trained well...I know you will not get 4 star wait staff at a casual bar type place, but keeping water glasses full and offering a second glass of wine should be high on the list....we'd have each had another drink if asked. If the service was better, it'd be 4-5 star review.
Read more",4 stars,Overall 4,Food 5,Service 2,Ambience 4
OpenTable Diner,"Dined on February 10, 2012","The Hosts were helpful upon arrival. Service, however, was slow, before the restaurant was starting to get busy. The portions for our meals (when we eventually got them), were very small for the money. Although, the ladies at the table next to us looked to have the best salad I have ever seen. The room looked great and the beer/wine list was very nice. I'd be inclined to try again and hope the service was an anomaly, but it will probably not be any time soon.
Read more",2 stars,Overall 2,Food 2,Service 1,Ambience 4
Anon,"Dined on February 9, 2012",If you like TV you will love this place. Huge screen tv's everywhere you look. Personally I hated it. Who wants a tv in your face while eating a nice dinner. Food was good. Service was nice. Ambience was horrendous. Will not go back.,3 stars,Overall 3,Food 3,Service 4,Ambience 1
ChicagoDave,"Dined on February 8, 2012",Breakfast options were very unique and a cut above the rest.,5 stars,Overall 5,Food 5,Service 3,Ambience 4
Boomerdog1,"Dined on February 5, 2012","Went for lunch on a Sunday afternoon. Food was delicious-I had the turkey burger and my friend had the Cobb Salad. Waiter was very attentive and knowledgeable. Only problem was that the kitchen switches over from breakfast to lunch at noon, which is exactly when we sat down. Server informed us that he wouldn't be able to put in our order for at least 15 mins. Other than that, a very enjoyable experience, and I would go again.
Read more",4 stars,Overall 4,Food 5,Service 5,Ambience 4
Neighbor,"Dined on February 5, 2012",The rare tuna crunch salad is excellent.,3 stars,Overall 3,Food 4,Service 4,Ambience 2
OpenTable Diner,"Dined on January 29, 2012",Food was overpriced for its quality and the restaurants atmosphere. It is a sports bar trying to be fine dining. And not doing either very well. must have been a dozen HDTVs all tuned in to the same channel and it was C-list sports (on a Saturday). Will not return mainly because of the cost.,3 stars,Overall 3,Food 2,Service 4,Ambience 3
OpenTable Diner,"Dined on January 28, 2012","Incredible service, seated promptly with our Open table reservation, despite very busy friday evening Happy Hour, pre-theatre crowd. went here prior to 8pm show at Chicago Theatre, it is literally down the street, not even half a block, perfect spot, great ambience, awesome fish tacos. wife had topless, she said it was one of best burgers she ever had. They have excellent draft beer selection, I had Dogfish head 90min IPA. She ordered a drink, without even asking, a manager noticed she didnt like it, and came over, took it away with a smile and offered us a drink on the house. Quick service despite it being busy. Will definitely be coming here again, and I should also note I was not staying at this hotel but it is a beautiful one.
Read more",5 stars,Overall 5,Food 4,Service 5,Ambience 5
Patricia,"Dined on January 27, 2012",Hotel bar and grill. Food was okay. Good place to meet between downtown and River North,4 stars,Overall 4,Food 4,Service 5,Ambience 3
LadaP,"Dined on January 25, 2012",Soup was cold; service was slow (although there was a new employee training). Amount of salad was large; Dessert was wonderful (devils food cake with butterscotch ice cream),3 stars,Overall 3,Food 3,Service 2,Ambience 3
stephaniec,"Dined on January 21, 2012","lunch was good, nothing especially exciting. we asked to split a sandwich and they were very kind to bring it out on two plates.",3 stars,Overall 3,Food 3,Service 3,Ambience 3
DanaA,"Dined on January 18, 2012",Considering bringing a group of 20-50 bit not sure this bar can handle,5 stars,Overall 5,Food 3,Service 3,Ambience 4
luv2dine,"Dined on January 15, 2012",I was pleasantly surprised with State & Lake because it received mixed reviews. Had the ahi tuna aidan salad and would highly recommend it. Service was extremely attentive and fast and it is a great place to go to befor or after a show.,4 stars,Overall 4,Food 4,Service 5,Ambience 5
ConnieM,"Dined on January 13, 2012","Food was great, and appreciated the diverse beer list. Perhaps, offer more food for the money though.",4 stars,Overall 4,Food 4,Service 4,Ambience 4
OpenTable Diner,"Dined on January 6, 2012",Food was good. But the hostess didn't seem to know what she was doing and was surprised to discover that we wanted to order food at a restaurant.,2 stars,Overall 2,Food 4,Service 1,Ambience 3
Chicagogirl,"Dined on January 5, 2012",Food just a notch above other downtown restaurants. Good value; not crazy expensive.,5 stars,Overall 5,Food 5,Service 4,Ambience 3
JamesG,"Dined on January 2, 2012",Wine prices are way out of line for a pub/sports bar and on top of that they should be embarrased by the pour level they serve,2 stars,Overall 2,Food 3,Service 3,Ambience 2
OpenTable Diner,"Dined on January 2, 2012",The service and food were excellent.,4 stars,Overall 4,Food 4,Service 4,Ambience 4
OpenTable Diner,"Dined on December 27, 2011",came here to treat myself to the truffle mac and cheese before the theater! food overall is good...nice selection of beers,4 stars,Overall 4,Food 3,Service 5,Ambience 3
Michluvs2dine,"Dined on December 24, 2011",Nice menu and location in the first floor of the Wit Hotel. Perfect for pre/post Chicago Theatre events.,4 stars,Overall 4,Food 4,Service 4,Ambience 3
neyegirl,"Dined on December 22, 2011","Great spot to grab a bite before a show. We made a reservation and were seated promptly. Food is good though a tad on the pricey side. My friend was visiting Chicago so it was a preshow meal. Great service, good selection of cocktails and stuff though we skipped them, portions where moderate. Some guys might be left feeling like they wanted more but it was perfect portions for us. I had the shrimp po boy with a side salad and my friend had the roasted chicken with mashed potatoes and broccolini. She had the chocolate cherry walnut cake and I had the pumpkin bread pudding for dessert. All in all lovely meal and great service. The shrimp were cooked to perfection.
Read more",4 stars,Overall 4,Food 4,Service 4,Ambience 3
Eclipse,"Dined on December 20, 2011","Good food and reasonably priced. However, if you plan on having a drink the booze is EXPENSIVE. Cheapest glass of wine is $14 which is just absurd and your cheapest beer is $7",3 stars,Overall 3,Food 4,Service 3,Ambience 3
ReubensMama,"Dined on December 20, 2011","I would recommend State and Lake as a convenient location if you are a theatre goer or are in the north loop. Sadly, not my first choice - the salads are great and the Truffle Fries are A MUST! the lay-out is more lounge/bar than restaurant, and the lighting is a little too dim.
On our particular visit, the service was a little off the mark. Despite 2 reminders, our dessert never came, even though we paid for it. Eventually, they packed it up to go, and the manager was really nice & offered a free dessert next time. We'll give it another try next time.
Read more",2 stars,Overall 2,Food 3,Service 2,Ambience 2
Nana,"Dined on December 10, 2011","It seems things have changed since our last visit to this restaurant. It was a very cold evening and they wanted to put us at a table by the door. Looking around there were other tables and we asked to be moved (they put us at a table by the kitchen). Menu has changed, and drinks and wine ($14 per glass) a little high. Very disappointing.",2 stars,Overall 2,Food 2,Service 2,Ambience 3
DanaH,"Dined on December 8, 2011","I had high hopes for this restaurant, but was pretty disappointed. I thought it would be a great place for a nice bite to eat before the theater; however, the service was very, very slow. I ordered the fish tacos, which were well-prepared, but the flavor was not interesting. There is a good beer selection and the atmosphere is pleasant.",2 stars,Overall 2,Food 2,Service 1,Ambience 3
warmweatherfan,"Dined on December 8, 2011",Great spot for a bite before heading to the theatre. Friendly staff.,4 stars,Overall 4,Food 4,Service 4,Ambience 3
ChicagoDave,"Dined on December 7, 2011",This place understands the time for a business lunch. They also ate the only sit down restaurant with Dr Pepper on tap. Awesome.,5 stars,Overall 5,Food 5,Service 5,Ambience 3
OpenTable Diner,"Dined on December 5, 2011","Ambiance was great, festive. Loved the menu options and prices for items. I will definitely be back. Service was just so so. Staff seemed bored and unenthused. Server gave us our check as soon as salads arrived, like no ask about coffee or dessert? I get that lunch folks often want to dine and dash, but ... isn't that service lesson 1? Tend to your diners...",3 stars,Overall 3,Food 3,Service 2,Ambience 5
mo147,"Dined on December 4, 2011",Service was slow. I would think about going back for 1 more try before writing them off completely.,3 stars,Overall 3,Food 4,Service 2,Ambience 3
Suburbanite,"Dined on December 3, 2011","Had the beef Brisket and my husband had the steak. They were both amazing. They have a great selection of food choices from salads, to burgers, to steak. We went there on a Travel Zoo coupon and we have already recommended the place to others and we will be back!",5 stars,Overall 5,Food 5,Service 5,Ambience 5
Winelover,"Dined on December 3, 2011","While the food was good, the atmosphere was fine for a quick lunch but provided no real personality. I would not NOT recommend this location but there are many to choose from that have a better appeal.",3 stars,Overall 3,Food 3,Service 2,Ambience 2
Chadeus,"Dined on November 27, 2011","Price is way to expensive for items and selection. For the price I paid I wish I would have gone somewhere better. Food was ok, but not great and definitely not worth the cost. Server had to come back and reconfirm orders of what we had ordered, twice... once for drinks and then again for food... maybe use paper next time?",1 star,Overall 1,Food 2,Service 2,Ambience 4
Chicagofoodie,"Dined on November 20, 2011","If you are downtown and want more than a generic fast food place, this is a nice place, good food-pub fare, reasonable prices. But it is a hotel bar restuarant so it is good for what it is-but it is not a stellar, Near North, River North or West Randolph destination. The duck tacos, salmon, steak were good choices, the Caesar salad, was just so so, a commerical dressing, but the parmesan/truffle fries addictive.
Read more",3 stars,Overall 3,Food 3,Service 3,Ambience 3
LeanneM,"Dined on November 15, 2011","There were only two other tables of people in the restaurant, but our service was awful. Our waiter forgot one thing I ordered, didn't refill our water, brought the check while we we eating, and tried to take my friend's lunch while he was still eating. I ordered the shrimp po' boy. The bread was so over cooked that it was hard and won't shatter if I bit into it. Dreadful. We will not be eating there again.
Read more",1 star,Overall 1,Food 1,Service 1,Ambience 3
Stuff722,"Dined on November 13, 2011","Good spot for pre-theatre hamburger and a beer! Service is ok. Interior is a bit worn, but it works.",3 stars,Overall 3,Food 3,Service 3,Ambience 3
OpenTable Diner,"Dined on November 13, 2011","Not much selection, but what they do have was decent; glorified bar food. The atmosphere was great. Nice place right downtown without the ridiculous prices of other places. It had a great feel to it.",4 stars,Overall 4,Food 3,Service 3,Ambience 5
37thgetaway,"Dined on November 6, 2011","Saturday night was pretty quiet, which I was pleased about. Had the fish tacos. The fish was dry. It helped that there was a dressing over them and a side of salsa on the plate. presentation was good. prices were high for food and beverages. place had a nice ambiance and my friend and I both liked the wood backing on the menu.",3 stars,Overall 3,Food 3,Service 4,Ambience 4
OpenTable Diner,"Dined on October 29, 2011","Very noisy, out of several draft beer on the menu. The food was great!!",4 stars,Overall 4,Food 4,Service 3,Ambience 3
Paperclip,"Dined on October 28, 2011",A great option for those going to the downtown theaters.,4 stars,Overall 4,Food 4,Service 4,Ambience 4
OpenTable Diner,"Dined on October 27, 2011","I'll keep this short and sweet. We were ignored upon coming into the restaurant. The wait and bar staff continued having a conversation at the bar, even though they looked over when we came in. Additionally, those waiting on the handful of people in the restaurant did nothing to acknowledge our presence. After being ignored for 10 minutes, we left. Needless to say, I doubt they get a second chance at our business.
Read more",1 star,Overall 1,Food 1,Service 1,Ambience 3
WaltL,"Dined on October 24, 2011","Fabulous.

The Tuna Salad (starter) can be split and is enough for making a light dinner.

The Crab and Steak was great. Steak (Sirloin) could have been smaller and thicker. Crab Cake was large, and true Maryland blue crab!
Read more",5 stars,Overall 5,Food 5,Service 5,Ambience 4
OpenTable Diner,"Dined on October 22, 2011","Although at a great location, I don't think I would ever deliberately go here again. The food was ok, but we were seated in a small corner and given a really small table in which to enjoy our meal that got cold within minutes of it arriving. The appetizer was taken away before we were finished, and the dessert was bland and dry.",2 stars,Overall 2,Food 2,Service 3,Ambience 2
Neighbor,"Dined on October 16, 2011",Good for a fast bite before a movie at Siskel or the theatre.,3 stars,Overall 3,Food 4,Service 3,Ambience 3
OpenTable Diner,"Dined on October 16, 2011",We had an early dinner here before a play at the Goodman theater. The pretzels and cheese were a delicious appetizer.( A special for October)The service was outstanding. Overall we were very pleased.,4 stars,Overall 4,Food 4,Service 5,Ambience 5
SanmirL,"Dined on October 15, 2011","Good place to have dinner, good food, good ambiance at a moderate price!",4 stars,Overall 4,Food 4,Service 4,Ambience 4
AMTP,"Dined on October 15, 2011",Thoroughly enjoyed the potato soup and crab cakes. The salad was very disappointing - they dumped a bag of pre-mixed greens on a plate with some cherry tomatoes - soggy dressing - very uninspired.,4 stars,Overall 4,Food 4,Service 4,Ambience 4
Mary,"Dined on October 9, 2011",They had no record that I had made a reservation through Open Table.,3 stars,Overall 3,Food 4,Service 3,Ambience 4
LLindaC,"Dined on October 2, 2011","Delicious brunch, excellent service. Did not receive any dining points from OpenTable, though.",5 stars,Overall 5,Food 5,Service 5,Ambience 5
TryWhistlingThis,"Dined on October 2, 2011","Fine, but not worth a repeat visit, when there are thousands of other restaurants to try. Nothing wrong with the food, but had less bang for the 80 bucks. Service seemed like an afterthought. And the '70s background music was fun for maybe 10 minutes, then became distracting.

Best part was being able to walk to the Chicago Theatre for a concert, but first across the street to the Renaissance Hotel bar for a very nice after-dinner drink.
Read more",3 stars,Overall 3,Food 3,Service 3,Ambience 4
AndrewM,"Dined on October 1, 2011","Service had poor timing but manager made the right call and ""took care of it"". Good food for a good price and great pre-show spot.",3 stars,Overall 3,Food 4,Service 2,Ambience 3
oldgal,"Dined on September 29, 2011",Our food was excellent. Wine list in the process of changing so many wines not available but there were substitutions (but you had to ask). My salmon was superb. Music a bit too loud for our taste. Nice atmosphere - a single person would be comfortable as would a group.,3 stars,Overall 3,Food 4,Service 4,Ambience 2
OpenTable Diner,"Dined on September 25, 2011","Totally empty at late lunch- around 3. Really good American food. Nice ambiance with dim lighting, trendy looking spot. Good drinks and about 15 choices for the beer selection.",4 stars,Overall 4,Food 4,Service 4,Ambience 5
notasnob,"Dined on September 23, 2011","Service left much to be desired. Servers reached over plates to reach glasses to refill, and overall the staff was very inattentive.
My BLT arrived without bacon, so I was brought a side of bacon, which meant I had to deconstruct a fried egg sandwich with my hands at the table at a business meeting.
Read more",3 stars,Overall 3,Food 3,Service 2,Ambience 4
Stephanie,"Dined on September 10, 2011","We had 6:30 reservations prior to a concert at the Chicago Theater, but arrived about 45 mins early because of light traffic.. really! We thought we would get a drink at ROOF, but it was raining and a little damp, so we went back down to State & Lake and the hostess said she could seat us immediately. The table was in a cozy corner, which initially we thought was nice, but as the place filled up and the tables next to ours were seated, we were trapped in the corner. It took a while to get our servers attention to bring the check and then about 15 mins to run the credit card. We didn't have a time issue, but were ready to get out of the corner. The food was very good and service was attentive until it got busy. Will try again.
Read more",4 stars,Overall 4,Food 4,Service 3,Ambience 4
Gaston,"Dined on September 4, 2011","I've eaten here a couple of times, and it's been satisfactory. Good not great, generally speaking, but will cater nicely to a group.",3 stars,Overall 3,Food 4,Service 3,Ambience 3
Gaston,"Dined on August 31, 2011",A solid spot for a nice dinner that's not too fancy or expensive. Tourists and suits mingled just fine.,4 stars,Overall 4,Food 4,Service 5,Ambience 4
Davlav,"Dined on August 27, 2011","This was a big disappointment. The retaurant was empty bar another table which surprised us for a Friday night in central Chicago. This meant there was no atmosphere and the staff were huddled around the bar looking bored. The a/c was switched to fierce which did not help. Being empty, and with brisk service and we were fed and watered in under an hour and quite pleased to leave. The food was good however and maybe a busier evening might have been more fun.
Read more",2 stars,Overall 2,Food 3,Service 2,Ambience 1
Frenchy0722,"Dined on August 18, 2011",Go for lunch - get there early!,5 stars,Overall 5,Food 4,Service 3,Ambience 4
Eden,"Dined on August 14, 2011",The food here was great. The service was wonderful. Eat here first and then go upstairs to the Roof. The DJ's are great there. Thanks Dante!,4 stars,Overall 4,Food 4,Service 4,Ambience 5
HowieC,"Dined on August 12, 2011","Food was very good, from appetizers (bisque, salads) through entrees (salmon, short ribs, tuna, steak frites) through desserts (cheddar apple pies, malted chocolate cake, and cheesecake). We went early in the evening, so there were not too many people. Regardless, service was wonderful. Room is relatively dark, but no trouble seeing menus or each other.",4 stars,Overall 4,Food 4,Service 5,Ambience 4
OpenTable Diner,"Dined on August 9, 2011","I've been a few times before but this time even though the restaurant was slow our server only managed to visit our table once without being flagged down and that was to bring the check -- very disappointing. I sat with an empty water glass and empty iced tea glass until I could flag her down. The food was good but the burger of the day was pretty small and not enough for the person at our table that ordered it with the side salad.
Read more",3 stars,Overall 3,Food 3,Service 2,Ambience 3
LeighT,"Dined on August 8, 2011","We enjoyed our evening at the restaurant but were shocked to hear that they were out of steak. Our server should have let us know in a more timely fashion. I understand that a TravelZoo coupon deal had started the night before, but honestly, no steak? That cut two items off of the Specialty menu (Charred Sirloin and Steak and Crabcakes). We were told that the chef could probably scrape together 2 servings of the Steak Frites (sliced steak) if we chose to order it.
Read more",3 stars,Overall 3,Food 4,Service 4,Ambience 4
